customer_id,age,gender,location,favorite_category,total_spend,average_order_value,avg_review_rating,avg_previous_purchases,avg_annual_frequency,discount_dependency_score,promo_dependency_score,subscription_score,preferred_payment_method,preferred_shipping_type,satisfaction_flag,total_spend_norm,average_order_value_norm,avg_previous_purchases_norm,avg_annual_frequency_norm,avg_review_rating_norm,discount_dependency_score_norm,promo_dependency_score_norm,subscription_score_norm,loyalty_score_1,loyalty_score_2,final_loyalty_score,value_tier,promo_dependency_segment,customer_segment,cluster
1435,59,Male,New York,Clothing,64,64.0,4.6,21.0,26.0,1.0,1.0,0.0,Debit Card,Free Shipping,High Satisfaction,0.55,0.55,0.4081632653061224,0.49019607843137253,0.8399999999999999,1.0,1.0,0.0,0.4753241296518607,0.33244897959183667,0.4181740696278511,High Value,Highly Promo Dependent,Occasional Customer,0
1436,45,Male,Oregon,Accessories,95,95.0,4.0,41.0,52.0,1.0,1.0,0.0,Cash,Standard,High Satisfaction,0.9375,0.9375,0.8163265306122448,0.9999999999999999,0.6000000000000001,1.0,1.0,0.0,0.9077806122448978,0.39489795918367343,0.7026275510204081,Premium Value,Highly Promo Dependent,Discount Loyalist,0
1437,35,Male,Minnesota,Footwear,83,83.0,3.7,23.0,26.0,1.0,1.0,0.0,PayPal,Free Shipping,Neutral,0.7875000000000001,0.7875000000000001,0.44897959183673464,0.49019607843137253,0.4800000000000002,1.0,1.0,0.0,0.5629006602641056,0.25469387755102046,0.43961794717887154,Premium Value,Highly Promo Dependent,Occasional Customer,0
1438,69,Male,Montana,Footwear,97,97.0,4.2,14.0,1.0,1.0,1.0,0.0,Cash,Free Shipping,High Satisfaction,0.9625000000000001,0.9625000000000001,0.26530612244897955,0.0,0.6800000000000002,1.0,1.0,0.0,0.39487244897959184,0.2495918367346939,0.33676020408163265,Premium Value,Highly Promo Dependent,Occasional Customer,0
1439,58,Male,Washington,Outerwear,38,38.0,2.9,24.0,12.0,1.0,1.0,0.0,Debit Card,Standard,Low Satisfaction,0.22500000000000003,0.22500000000000003,0.4693877551020408,0.21568627450980393,0.15999999999999992,1.0,1.0,0.0,0.31996098439375753,0.18081632653061222,0.2643031212484994,Low Value,Highly Promo Dependent,Bargain Hunter,0
1440,25,Male,New Mexico,Footwear,48,48.0,4.8,25.0,26.0,1.0,1.0,0.0,Cash,Next Day Air,High Satisfaction,0.3500000000000001,0.3500000000000001,0.4897959183673469,0.49019607843137253,0.9199999999999999,1.0,1.0,0.0,0.4479771908763506,0.37693877551020405,0.41956182472989195,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1441,27,Male,Arizona,Footwear,76,76.0,4.4,13.0,12.0,1.0,1.0,0.0,Venmo,Standard,High Satisfaction,0.7000000000000001,0.7000000000000001,0.24489795918367344,0.21568627450980393,0.7600000000000002,1.0,1.0,0.0,0.3726650660264106,0.2634693877551021,0.32898679471788717,High Value,Highly Promo Dependent,Occasional Customer,0
1442,34,Male,Nebraska,Clothing,25,25.0,3.4,3.0,4.0,1.0,1.0,0.0,Venmo,Free Shipping,Neutral,0.0625,0.0625,0.04081632653061225,0.058823529411764705,0.3600000000000001,1.0,1.0,0.0,0.052723589435774314,0.1022448979591837,0.07253211284513808,Low Value,Highly Promo Dependent,Bargain Hunter,0
1443,53,Male,Idaho,Clothing,92,92.0,2.8,42.0,1.0,1.0,1.0,0.0,Credit Card,2-Day Shipping,Low Satisfaction,0.9000000000000001,0.9000000000000001,0.836734693877551,0.0,0.11999999999999988,1.0,1.0,0.0,0.6046938775510204,0.28102040816326523,0.47522448979591836,Premium Value,Highly Promo Dependent,Occasional Customer,0
1444,58,Male,Idaho,Footwear,47,47.0,4.2,2.0,12.0,1.0,1.0,0.0,Cash,Next Day Air,High Satisfaction,0.3375,0.3375,0.02040816326530612,0.21568627450980393,0.6800000000000002,1.0,1.0,0.0,0.17411914765906364,0.17612244897959187,0.17492046818727494,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1445,32,Male,Vermont,Clothing,36,36.0,3.8,26.0,4.0,1.0,1.0,0.0,Cash,Express,Neutral,0.2,0.2,0.510204081632653,0.058823529411764705,0.52,1.0,1.0,0.0,0.2817286914765906,0.28306122448979587,0.28226170468187267,Low Value,Highly Promo Dependent,Bargain Hunter,0
1446,64,Male,Arkansas,Accessories,51,51.0,3.1,24.0,1.0,1.0,1.0,0.0,Credit Card,2-Day Shipping,Neutral,0.38750000000000007,0.38750000000000007,0.4693877551020408,0.0,0.2400000000000002,1.0,1.0,0.0,0.3040051020408163,0.2008163265306123,0.2627295918367347,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1447,63,Male,Wyoming,Clothing,35,35.0,3.2,6.0,4.0,1.0,1.0,0.0,Credit Card,Express,Neutral,0.1875,0.1875,0.10204081632653061,0.058823529411764705,0.28000000000000025,1.0,1.0,0.0,0.11471338535414166,0.10061224489795925,0.1090729291716687,Low Value,Highly Promo Dependent,Bargain Hunter,0
1448,23,Male,New Mexico,Clothing,57,57.0,3.0,25.0,12.0,1.0,1.0,0.0,PayPal,Next Day Air,Neutral,0.4625,0.4625,0.4897959183673469,0.21568627450980393,0.20000000000000018,1.0,1.0,0.0,0.39937424969988,0.1969387755102041,0.3184000600240096,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1449,64,Male,West Virginia,Footwear,95,95.0,3.6,11.0,4.0,1.0,1.0,0.0,Credit Card,Free Shipping,Neutral,0.9375,0.9375,0.2040816326530612,0.058823529411764705,0.44000000000000017,1.0,1.0,0.0,0.3805297118847539,0.1712244897959184,0.29680762304921965,Premium Value,Highly Promo Dependent,Occasional Customer,0
1450,18,Male,New York,Clothing,41,41.0,2.5,20.0,4.0,1.0,1.0,0.0,Cash,Store Pickup,Low Satisfaction,0.26250000000000007,0.26250000000000007,0.38775510204081626,0.058823529411764705,0.0,1.0,1.0,0.0,0.25149909963985595,0.11632653061224488,0.19743007202881152,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1451,25,Male,Illinois,Clothing,44,44.0,3.4,25.0,4.0,1.0,1.0,0.0,Cash,Free Shipping,Neutral,0.30000000000000004,0.30000000000000004,0.4897959183673469,0.058823529411764705,0.3600000000000001,1.0,1.0,0.0,0.3035654261704682,0.2369387755102041,0.27691476590636255,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1452,54,Male,Utah,Outerwear,34,34.0,2.5,35.0,4.0,1.0,1.0,0.0,PayPal,Next Day Air,Low Satisfaction,0.17500000000000004,0.17500000000000004,0.693877551020408,0.058823529411764705,0.0,1.0,1.0,0.0,0.3476980792316926,0.20816326530612242,0.29188415366146453,Low Value,Highly Promo Dependent,Bargain Hunter,0
1453,60,Male,Colorado,Outerwear,25,25.0,4.7,11.0,4.0,1.0,1.0,0.0,Bank Transfer,2-Day Shipping,High Satisfaction,0.0625,0.0625,0.2040816326530612,0.058823529411764705,0.8800000000000001,1.0,1.0,0.0,0.11802971188475389,0.2812244897959184,0.18330762304921971,Low Value,Highly Promo Dependent,Bargain Hunter,0
1454,36,Male,Virginia,Footwear,93,93.0,3.2,41.0,26.0,1.0,1.0,0.0,Bank Transfer,2-Day Shipping,Neutral,0.9125000000000001,0.9125000000000001,0.8163265306122448,0.49019607843137253,0.28000000000000025,1.0,1.0,0.0,0.7473394357743097,0.31489795918367347,0.5743628451380552,Premium Value,Highly Promo Dependent,Occasional Customer,0
1455,66,Male,Georgia,Footwear,50,50.0,2.9,17.0,1.0,1.0,1.0,0.0,Credit Card,Free Shipping,Low Satisfaction,0.375,0.375,0.32653061224489793,0.0,0.15999999999999992,1.0,1.0,0.0,0.24311224489795916,0.13795918367346938,0.20105102040816325,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1456,60,Male,Alabama,Clothing,79,79.0,4.9,1.0,4.0,1.0,1.0,0.0,PayPal,Express,High Satisfaction,0.7375,0.7375,0.0,0.058823529411764705,0.9600000000000002,1.0,1.0,0.0,0.2388970588235294,0.24000000000000005,0.23933823529411766,High Value,Highly Promo Dependent,Occasional Customer,0
1457,59,Male,Montana,Outerwear,100,100.0,2.7,30.0,4.0,1.0,1.0,0.0,PayPal,Store Pickup,Low Satisfaction,1.0,1.0,0.5918367346938774,0.058823529411764705,0.08000000000000007,1.0,1.0,0.0,0.5543817527010805,0.19755102040816325,0.41164945978391354,Premium Value,Highly Promo Dependent,Occasional Customer,0
1458,58,Male,Pennsylvania,Clothing,57,57.0,4.7,47.0,26.0,1.0,1.0,0.0,Venmo,Express,High Satisfaction,0.4625,0.4625,0.9387755102040816,0.49019607843137253,0.8800000000000001,1.0,1.0,0.0,0.6613190276110443,0.5016326530612245,0.5974444777911164,Medium Value,Highly Promo Dependent,Potential Loyalist,0
1459,35,Male,Missouri,Clothing,28,28.0,2.9,34.0,52.0,1.0,1.0,0.0,Venmo,2-Day Shipping,Low Satisfaction,0.10000000000000003,0.10000000000000003,0.673469387755102,0.9999999999999999,0.15999999999999992,1.0,1.0,0.0,0.5993877551020408,0.24204081632653057,0.45644897959183667,Low Value,Highly Promo Dependent,Bargain Hunter,0
1460,20,Male,Maine,Footwear,35,35.0,4.8,18.0,26.0,1.0,1.0,0.0,Venmo,Express,High Satisfaction,0.1875,0.1875,0.346938775510204,0.49019607843137253,0.9199999999999999,1.0,1.0,0.0,0.34208433373349334,0.3340816326530612,0.3388832533013205,Low Value,Highly Promo Dependent,Bargain Hunter,0
1461,70,Male,Pennsylvania,Footwear,85,85.0,4.6,33.0,26.0,1.0,1.0,0.0,Venmo,Standard,High Satisfaction,0.8125,0.8125,0.6530612244897959,0.49019607843137253,0.8399999999999999,1.0,1.0,0.0,0.65203331332533,0.40591836734693876,0.5535873349339735,Premium Value,Highly Promo Dependent,Potential Loyalist,0
1462,54,Male,Oregon,Accessories,95,95.0,5.0,42.0,4.0,1.0,1.0,0.0,Venmo,2-Day Shipping,High Satisfaction,0.9375,0.9375,0.836734693877551,0.058823529411764705,1.0,1.0,1.0,0.0,0.6335909363745499,0.5010204081632652,0.580562725090036,Premium Value,Highly Promo Dependent,Potential Loyalist,0
1463,38,Male,Utah,Footwear,90,90.0,4.8,2.0,4.0,1.0,1.0,0.0,Venmo,2-Day Shipping,High Satisfaction,0.875,0.875,0.02040816326530612,0.058823529411764705,0.9199999999999999,1.0,1.0,0.0,0.28831032412965185,0.2361224489795918,0.2674351740696278,Premium Value,Highly Promo Dependent,Occasional Customer,0
1464,54,Male,Oklahoma,Accessories,49,49.0,4.9,1.0,12.0,1.0,1.0,0.0,Bank Transfer,Store Pickup,High Satisfaction,0.36250000000000004,0.36250000000000004,0.0,0.21568627450980393,0.9600000000000002,1.0,1.0,0.0,0.17345588235294118,0.24000000000000005,0.20007352941176473,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1465,33,Male,Montana,Accessories,92,92.0,4.6,23.0,4.0,1.0,1.0,0.0,Bank Transfer,2-Day Shipping,High Satisfaction,0.9000000000000001,0.9000000000000001,0.44897959183673464,0.058823529411764705,0.8399999999999999,1.0,1.0,0.0,0.4672388955582233,0.3446938775510203,0.4182208883553421,Premium Value,Highly Promo Dependent,Occasional Customer,0
1466,46,Male,Nebraska,Accessories,72,72.0,3.9,42.0,26.0,1.0,1.0,0.0,Cash,Store Pickup,Neutral,0.65,0.65,0.836734693877551,0.49019607843137253,0.56,1.0,1.0,0.0,0.6767527010804322,0.3910204081632653,0.5624597839135654,High Value,Highly Promo Dependent,Occasional Customer,0
1467,58,Male,Alabama,Clothing,71,71.0,4.5,3.0,1.0,1.0,1.0,0.0,PayPal,Store Pickup,High Satisfaction,0.6375000000000001,0.6375000000000001,0.04081632653061225,0.0,0.8,1.0,1.0,0.0,0.2075765306122449,0.2122448979591837,0.20944387755102042,High Value,Highly Promo Dependent,Occasional Customer,0
1468,30,Male,Ohio,Accessories,27,27.0,4.7,16.0,26.0,1.0,1.0,0.0,Debit Card,Store Pickup,High Satisfaction,0.08750000000000002,0.08750000000000002,0.3061224489795918,0.49019607843137253,0.8800000000000001,1.0,1.0,0.0,0.29575780312124844,0.31183673469387757,0.30218937575030014,Low Value,Highly Promo Dependent,Bargain Hunter,0
1469,42,Male,Arkansas,Accessories,39,39.0,3.9,46.0,26.0,1.0,1.0,0.0,Cash,Express,Neutral,0.23750000000000004,0.23750000000000004,0.9183673469387754,0.49019607843137253,0.56,1.0,1.0,0.0,0.5856557623049219,0.41551020408163264,0.5175975390156062,Low Value,Highly Promo Dependent,Bargain Hunter,0
1470,28,Male,Mississippi,Accessories,98,98.0,4.4,31.0,4.0,1.0,1.0,0.0,PayPal,Standard,High Satisfaction,0.9750000000000001,0.9750000000000001,0.6122448979591836,0.058823529411764705,0.7600000000000002,1.0,1.0,0.0,0.555045018007203,0.37367346938775514,0.48249639855942383,Premium Value,Highly Promo Dependent,Occasional Customer,0
1471,43,Male,California,Footwear,27,27.0,3.9,15.0,4.0,1.0,1.0,0.0,Cash,Next Day Air,Neutral,0.08750000000000002,0.08750000000000002,0.28571428571428564,0.058823529411764705,0.56,1.0,1.0,0.0,0.15818277310924367,0.2257142857142857,0.18519537815126047,Low Value,Highly Promo Dependent,Bargain Hunter,0
1472,31,Male,Alaska,Accessories,71,71.0,2.8,48.0,4.0,1.0,1.0,0.0,Venmo,2-Day Shipping,Low Satisfaction,0.6375000000000001,0.6375000000000001,0.9591836734693877,0.058823529411764705,0.11999999999999988,1.0,1.0,0.0,0.5925705282112845,0.31775510204081625,0.4826443577430972,High Value,Highly Promo Dependent,Occasional Customer,0
1473,39,Male,Indiana,Accessories,24,24.0,3.5,11.0,52.0,1.0,1.0,0.0,Cash,Store Pickup,Neutral,0.050000000000000044,0.050000000000000044,0.2040816326530612,0.9999999999999999,0.40000000000000013,1.0,1.0,0.0,0.3966326530612244,0.16122448979591839,0.302469387755102,Low Value,Highly Promo Dependent,Bargain Hunter,0
1474,69,Male,Wisconsin,Clothing,63,63.0,4.3,20.0,4.0,1.0,1.0,0.0,Credit Card,Express,High Satisfaction,0.5375000000000001,0.5375000000000001,0.38775510204081626,0.058823529411764705,0.72,1.0,1.0,0.0,0.3339990996398559,0.2963265306122449,0.3189300720288115,High Value,Highly Promo Dependent,Occasional Customer,0
1475,31,Male,New Jersey,Clothing,72,72.0,3.9,6.0,12.0,1.0,1.0,0.0,Credit Card,Next Day Air,Neutral,0.65,0.65,0.10204081632653061,0.21568627450980393,0.56,1.0,1.0,0.0,0.3005222088835534,0.1706122448979592,0.2485582232893157,High Value,Highly Promo Dependent,Occasional Customer,0
1476,44,Male,Rhode Island,Clothing,61,61.0,4.0,24.0,12.0,1.0,1.0,0.0,Cash,Express,High Satisfaction,0.5125000000000001,0.5125000000000001,0.4693877551020408,0.21568627450980393,0.6000000000000001,1.0,1.0,0.0,0.4062109843937575,0.2908163265306123,0.3600531212484994,High Value,Highly Promo Dependent,Occasional Customer,0
1477,39,Male,Wyoming,Accessories,56,56.0,4.1,18.0,12.0,1.0,1.0,0.0,Credit Card,Next Day Air,High Satisfaction,0.45000000000000007,0.45000000000000007,0.346938775510204,0.21568627450980393,0.6399999999999999,1.0,1.0,0.0,0.3384813925570228,0.26408163265306117,0.30872148859543813,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1478,24,Male,Oregon,Accessories,32,32.0,4.3,1.0,4.0,1.0,1.0,0.0,PayPal,Standard,High Satisfaction,0.15000000000000002,0.15000000000000002,0.0,0.058823529411764705,0.72,1.0,1.0,0.0,0.06264705882352942,0.18,0.10958823529411765,Low Value,Highly Promo Dependent,Bargain Hunter,0
1479,28,Male,Washington,Accessories,23,23.0,4.2,13.0,26.0,1.0,1.0,0.0,Venmo,Free Shipping,High Satisfaction,0.03750000000000003,0.03750000000000003,0.24489795918367344,0.49019607843137253,0.6800000000000002,1.0,1.0,0.0,0.2562680072028811,0.24346938775510207,0.2511485594237695,Low Value,Highly Promo Dependent,Bargain Hunter,0
1480,48,Male,Washington,Outerwear,100,100.0,4.0,2.0,52.0,1.0,1.0,0.0,Bank Transfer,Standard,High Satisfaction,1.0,1.0,0.02040816326530612,0.9999999999999999,0.6000000000000001,1.0,1.0,0.0,0.6081632653061224,0.15612244897959185,0.4273469387755102,Premium Value,Highly Promo Dependent,Occasional Customer,0
1481,39,Male,New Hampshire,Accessories,74,74.0,3.6,26.0,4.0,1.0,1.0,0.0,Cash,Express,Neutral,0.675,0.675,0.510204081632653,0.058823529411764705,0.44000000000000017,1.0,1.0,0.0,0.42422869147659065,0.26306122448979596,0.35976170468187274,High Value,Highly Promo Dependent,Occasional Customer,0
1482,64,Male,Maryland,Clothing,33,33.0,3.3,31.0,4.0,1.0,1.0,0.0,PayPal,Standard,Neutral,0.16250000000000003,0.16250000000000003,0.6122448979591836,0.058823529411764705,0.32000000000000006,1.0,1.0,0.0,0.31129501800720283,0.26367346938775504,0.2922463985594237,Low Value,Highly Promo Dependent,Bargain Hunter,0
1483,28,Male,Wisconsin,Accessories,67,67.0,4.1,43.0,52.0,1.0,1.0,0.0,Bank Transfer,2-Day Shipping,High Satisfaction,0.5875,0.5875,0.8571428571428571,0.9999999999999999,0.6399999999999999,1.0,1.0,0.0,0.8191071428571428,0.4171428571428571,0.6583214285714285,High Value,Highly Promo Dependent,Potential Loyalist,0
1484,39,Male,Massachusetts,Accessories,61,61.0,4.7,12.0,26.0,1.0,1.0,0.0,Debit Card,Next Day Air,High Satisfaction,0.5125000000000001,0.5125000000000001,0.22448979591836735,0.49019607843137253,0.8800000000000001,1.0,1.0,0.0,0.3906047418967587,0.2873469387755102,0.3493016206482593,High Value,Highly Promo Dependent,Occasional Customer,0
1485,49,Male,Nebraska,Clothing,46,46.0,4.4,22.0,4.0,1.0,1.0,0.0,Venmo,Store Pickup,High Satisfaction,0.32500000000000007,0.32500000000000007,0.4285714285714285,0.058823529411764705,0.7600000000000002,1.0,1.0,0.0,0.2865756302521008,0.3185714285714286,0.29937394957983193,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1486,22,Male,Nebraska,Accessories,56,56.0,3.4,3.0,26.0,1.0,1.0,0.0,Cash,Standard,Neutral,0.45000000000000007,0.45000000000000007,0.04081632653061225,0.49019607843137253,0.3600000000000001,1.0,1.0,0.0,0.2983853541416567,0.1022448979591837,0.2199291716686675,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1487,25,Male,Idaho,Footwear,73,73.0,5.0,23.0,4.0,1.0,1.0,0.0,Venmo,Free Shipping,High Satisfaction,0.6625000000000001,0.6625000000000001,0.44897959183673464,0.058823529411764705,1.0,1.0,1.0,0.0,0.3959888955582233,0.38469387755102036,0.39147088835534216,High Value,Highly Promo Dependent,Occasional Customer,0
1488,40,Male,Arizona,Clothing,44,44.0,4.6,26.0,1.0,1.0,1.0,0.0,PayPal,Store Pickup,High Satisfaction,0.30000000000000004,0.30000000000000004,0.510204081632653,0.0,0.8399999999999999,1.0,1.0,0.0,0.2940816326530612,0.36306122448979583,0.3216734693877551,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1489,23,Male,Hawaii,Accessories,44,44.0,4.0,37.0,52.0,1.0,1.0,0.0,Credit Card,Standard,High Satisfaction,0.30000000000000004,0.30000000000000004,0.7346938775510203,0.9999999999999999,0.6000000000000001,1.0,1.0,0.0,0.683877551020408,0.3704081632653061,0.5584897959183672,Medium Value,Highly Promo Dependent,Potential Loyalist,0
1490,24,Male,Missouri,Accessories,26,26.0,4.1,42.0,4.0,1.0,1.0,0.0,Venmo,Next Day Air,High Satisfaction,0.07500000000000001,0.07500000000000001,0.836734693877551,0.058823529411764705,0.6399999999999999,1.0,1.0,0.0,0.37484093637454985,0.41102040816326524,0.389312725090036,Low Value,Highly Promo Dependent,Bargain Hunter,0
1491,66,Male,Louisiana,Footwear,52,52.0,4.9,15.0,26.0,1.0,1.0,0.0,Venmo,Express,High Satisfaction,0.4,0.4,0.28571428571428564,0.49019607843137253,0.9600000000000002,1.0,1.0,0.0,0.381344537815126,0.32571428571428573,0.3590924369747899,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1492,27,Male,Arkansas,Clothing,54,54.0,2.7,10.0,4.0,1.0,1.0,0.0,Bank Transfer,Free Shipping,Low Satisfaction,0.42500000000000004,0.42500000000000004,0.18367346938775508,0.058823529411764705,0.08000000000000007,1.0,1.0,0.0,0.21861644657863144,0.07510204081632654,0.1612106842737095,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1493,62,Male,North Carolina,Outerwear,38,38.0,4.5,3.0,4.0,1.0,1.0,0.0,Venmo,Free Shipping,High Satisfaction,0.22500000000000003,0.22500000000000003,0.04081632653061225,0.058823529411764705,0.8,1.0,1.0,0.0,0.10147358943577431,0.2122448979591837,0.14578211284513806,Low Value,Highly Promo Dependent,Bargain Hunter,0
1494,70,Male,North Dakota,Accessories,44,44.0,2.7,44.0,4.0,1.0,1.0,0.0,Credit Card,Standard,Low Satisfaction,0.30000000000000004,0.30000000000000004,0.8775510204081631,0.058823529411764705,0.08000000000000007,1.0,1.0,0.0,0.4586674669867947,0.28326530612244893,0.3885066026410564,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1495,43,Male,Montana,Clothing,76,76.0,3.0,23.0,26.0,1.0,1.0,0.0,Bank Transfer,Next Day Air,Neutral,0.7000000000000001,0.7000000000000001,0.44897959183673464,0.49019607843137253,0.20000000000000018,1.0,1.0,0.0,0.5366506602641057,0.18469387755102043,0.3958679471788716,High Value,Highly Promo Dependent,Occasional Customer,0
1496,45,Male,Rhode Island,Accessories,23,23.0,4.5,6.0,52.0,1.0,1.0,0.0,PayPal,Next Day Air,High Satisfaction,0.03750000000000003,0.03750000000000003,0.10204081632653061,0.9999999999999999,0.8,1.0,1.0,0.0,0.3520663265306122,0.2306122448979592,0.303484693877551,Low Value,Highly Promo Dependent,Bargain Hunter,0
1497,63,Male,Idaho,Clothing,98,98.0,5.0,9.0,26.0,1.0,1.0,0.0,Venmo,Standard,High Satisfaction,0.9750000000000001,0.9750000000000001,0.16326530612244897,0.49019607843137253,1.0,1.0,1.0,0.0,0.5048649459783914,0.29897959183673467,0.42251080432172866,Premium Value,Highly Promo Dependent,Occasional Customer,0
1498,69,Male,Michigan,Outerwear,33,33.0,3.8,16.0,4.0,1.0,1.0,0.0,Debit Card,2-Day Shipping,Neutral,0.16250000000000003,0.16250000000000003,0.3061224489795918,0.058823529411764705,0.52,1.0,1.0,0.0,0.18884603841536612,0.22183673469387755,0.2020423169267707,Low Value,Highly Promo Dependent,Bargain Hunter,0
1499,59,Male,Illinois,Clothing,32,32.0,3.1,46.0,26.0,1.0,1.0,0.0,Venmo,Standard,Neutral,0.15000000000000002,0.15000000000000002,0.9183673469387754,0.49019607843137253,0.2400000000000002,1.0,1.0,0.0,0.5594057623049219,0.3355102040816327,0.4698475390156062,Low Value,Highly Promo Dependent,Bargain Hunter,0
1500,19,Male,Georgia,Footwear,85,85.0,3.4,24.0,4.0,1.0,1.0,0.0,Credit Card,Free Shipping,Neutral,0.8125,0.8125,0.4693877551020408,0.058823529411764705,0.3600000000000001,1.0,1.0,0.0,0.44915216086434573,0.23081632653061226,0.3618178271308523,Premium Value,Highly Promo Dependent,Occasional Customer,0
1501,63,Male,Alabama,Clothing,69,69.0,4.8,22.0,12.0,1.0,1.0,0.0,Debit Card,Next Day Air,High Satisfaction,0.6125,0.6125,0.4285714285714285,0.21568627450980393,0.9199999999999999,1.0,1.0,0.0,0.41988445378151257,0.35857142857142854,0.395359243697479,High Value,Highly Promo Dependent,Occasional Customer,0
1502,37,Male,Alaska,Clothing,55,55.0,2.7,13.0,4.0,1.0,1.0,0.0,Debit Card,Standard,Low Satisfaction,0.4375,0.4375,0.24489795918367344,0.058823529411764705,0.08000000000000007,1.0,1.0,0.0,0.24685624249699878,0.09346938775510205,0.18550150060024007,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1503,37,Male,Massachusetts,Clothing,66,66.0,3.2,20.0,26.0,1.0,1.0,0.0,Cash,Store Pickup,Neutral,0.5750000000000001,0.5750000000000001,0.38775510204081626,0.49019607843137253,0.28000000000000025,1.0,1.0,0.0,0.47466086434573823,0.18632653061224494,0.3593271308523409,High Value,Highly Promo Dependent,Occasional Customer,0
1504,50,Male,Michigan,Outerwear,30,30.0,3.9,46.0,4.0,1.0,1.0,0.0,Cash,2-Day Shipping,Neutral,0.125,0.125,0.9183673469387754,0.058823529411764705,0.56,1.0,1.0,0.0,0.42249399759903955,0.41551020408163264,0.41970048019207684,Low Value,Highly Promo Dependent,Bargain Hunter,0
1505,60,Male,Alaska,Outerwear,80,80.0,4.2,10.0,12.0,1.0,1.0,0.0,Bank Transfer,Next Day Air,High Satisfaction,0.75,0.75,0.18367346938775508,0.21568627450980393,0.6800000000000002,1.0,1.0,0.0,0.3631752701080432,0.22510204081632657,0.3079459783913565,High Value,Highly Promo Dependent,Occasional Customer,0
1506,46,Male,North Dakota,Accessories,20,20.0,3.0,39.0,12.0,1.0,1.0,0.0,Cash,Express,Neutral,0.0,0.0,0.7755102040816325,0.21568627450980393,0.20000000000000018,1.0,1.0,0.0,0.3749099639855942,0.2826530612244898,0.33800720288115244,Low Value,Highly Promo Dependent,Bargain Hunter,0
1507,35,Male,South Carolina,Clothing,30,30.0,3.0,44.0,4.0,1.0,1.0,0.0,PayPal,2-Day Shipping,Neutral,0.125,0.125,0.8775510204081631,0.058823529411764705,0.20000000000000018,1.0,1.0,0.0,0.4061674669867947,0.31326530612244896,0.3690066026410564,Low Value,Highly Promo Dependent,Bargain Hunter,0
1508,66,Male,Pennsylvania,Clothing,86,86.0,3.7,7.0,1.0,1.0,1.0,0.0,Venmo,2-Day Shipping,Neutral,0.825,0.825,0.12244897959183673,0.0,0.4800000000000002,1.0,1.0,0.0,0.29647959183673467,0.15673469387755107,0.24058163265306123,Premium Value,Highly Promo Dependent,Occasional Customer,0
1509,35,Male,Colorado,Clothing,84,84.0,4.4,3.0,4.0,1.0,1.0,0.0,Cash,Store Pickup,High Satisfaction,0.8,0.8,0.04081632653061225,0.058823529411764705,0.7600000000000002,1.0,1.0,0.0,0.27397358943577427,0.20224489795918374,0.24528211284513807,Premium Value,Highly Promo Dependent,Occasional Customer,0
1510,20,Male,New Hampshire,Clothing,54,54.0,4.6,44.0,1.0,1.0,1.0,0.0,Debit Card,Free Shipping,High Satisfaction,0.42500000000000004,0.42500000000000004,0.8775510204081631,0.0,0.8399999999999999,1.0,1.0,0.0,0.4785204081632653,0.4732653061224489,0.47641836734693876,Medium Value,Highly Promo Dependent,Bargain Hunter,0
1511,55,Male,Maryland,Clothing,30,30.0,3.0,31.0,1.0,1.0,1.0,0.0,Venmo,Free Shipping,Neutral,0.125,0.125,0.6122448979591836,0.0,0.20000000000000018,1.0,1.0,0.0,0.28239795918367344,0.2336734693877551,0.2629081632653061,Low Value,Highly Promo Dependent,Bargain Hunter,0
1512,34,Male,Georgia,Clothing,91,91.0,3.6,48.0,52.0,1.0,1.0,0.0,Credit Card,Express,Neutral,0.8875,0.8875,0.9591836734693877,0.9999999999999999,0.44000000000000017,1.0,1.0,0.0,0.9499234693877551,0.3977551020408163,0.7290561224489795,Premium Value,Highly Promo Dependent,Discount Loyalist,0
1513,60,Male,Wisconsin,Footwear,23,23.0,3.9,18.0,26.0,1.0,1.0,0.0,PayPal,Standard,Neutral,0.03750000000000003,0.03750000000000003,0.346938775510204,0.49019607843137253,0.56,1.0,1.0,0.0,0.29708433373349336,0.2440816326530612,0.27588325330132046,Low Value,Highly Promo Dependent,Bargain Hunter,0
1514,22,Male,Texas,Clothing,35,35.0,4.1,27.0,12.0,1.0,1.0,0.0,Cash,Free Shipping,High Satisfaction,0.1875,0.1875,0.5306122448979591,0.21568627450980393,0.6399999999999999,1.0,1.0,0.0,0.33320078031212486,0.3191836734693877,0.32759393757502997,Low Value,Highly Promo Dependent,Bargain Hunter,0
